Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
09/16/2015,Completed,09/16/2015,15-04824562,Graffiti Removal,Metal - Painted,Traffic Control Box,6600 N CALIFORNIA AVE,60645,1156465.61833133,1943665.15321981,50,24,2,,42.00129091362571,-87.69989026388436,"(42.00129091362571, -87.69989026388436)"
09/16/2015,Completed,09/16/2015,15-04824545,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,4460 W LEXINGTON ST,60624,1146664.82338954,1896338.68422518,24,11,26,,41.87162911871942,-87.73759081333095,"(41.87162911871942, -87.73759081333095)"
09/16/2015,Completed,09/16/2015,15-04824571,Graffiti Removal,Brick - Unpainted,Fence,5803 W IRVING PARK RD,60634,1136935.45993196,1926006.17927664,38,16,15,,41.95300661964128,-87.77202365183338,"(41.95300661964128, -87.77202365183338)"
09/16/2015,Completed,09/16/2015,15-04824601,Graffiti Removal,Brick - Unpainted,Side,2414 N MCVICKER AVE,60639,1135664.56026821,1915410.82803275,30,25,19,,41.92429344504819,-87.77709584834858,"(41.92429344504819, -87.77709584834858)"
09/16/2015,Completed,09/16/2015,15-04824594,Graffiti Removal,Brick - Unpainted,Rear,6715 W BELMONT AVE,60634,1131021.0248093,1920527.30952551,36,25,18,,41.93807865140805,-87.79390216166775,"(41.93807865140805, -87.79390216166775)"
09/16/2015,Completed,09/16/2015,15-04824572,Graffiti Removal,Brick - Painted,Front,1902 W 47TH ST,60609,1164456.11709953,1873511.64991492,15,9,61,10,41.80863763529068,-87.67240871255571,"(41.80863763529068, -87.67240871255571)"
09/16/2015,Completed,09/16/2015,15-04824583,Graffiti Removal,Brick - Unpainted,Side,5857 W IRVING PARK RD,60634,1136507.43000211,1925995.18892573,38,16,15,,41.952979587413594,-87.77418662563933,"(41.952979587413594, -87.77418662563933)"
09/16/2015,Completed,09/16/2015,15-04826248,Graffiti Removal,Metal - Painted,Pole,324 W DIVERSEY PKWY,60657,1173497.77988734,1918916.84299127,44,19,6,,41.933041812871316,-87.63790776085514,"(41.933041812871316, -87.63790776085514)"
09/16/2015,Completed,09/16/2015,15-04829512,Graffiti Removal,Metal - Painted,Rear,4258 S ARCHER AVE,60632,1156600.34140909,1876187.76842827,15,9,58,39,41.816051750120515,-87.7012797093981,"(41.816051750120515, -87.7012797093981)"
09/16/2015,Completed,09/16/2015,15-04829503,Graffiti Removal,Glass,Front,4303 S ARCHER AVE,60632,1156307.53180123,1875943.9830766,15,9,58,39,41.81526528659543,-87.70209949440735,"(41.81526528659543, -87.70209949440735)"
09/16/2015,Completed,09/16/2015,15-04825315,Graffiti Removal,Brick - Painted,Front,3700 W 64TH ST,60629,1152809.63347253,1861914.01918696,23,8,65,,41.77704992346673,-87.7154822525239,"(41.77704992346673, -87.7154822525239)"
09/16/2015,Completed,09/16/2015,15-04833587,Graffiti Removal,Brick - Painted,Garage,5515 S KOLIN AVE,60629,1148302.63669659,1867679.5969021,13,8,62,,41.792630035123146,-87.73157638801125,"(41.792630035123146, -87.73157638801125)"
09/16/2015,Completed,09/16/2015,15-04833575,Graffiti Removal,Brick - Painted,Side,5632 W 63RD ST,60638,1139826.18012798,1862219.77697374,13,8,64,,41.778135636886866,-87.76301250838654,"(41.778135636886866, -87.76301250838654)"
09/16/2015,Completed,09/16/2015,15-04825323,Graffiti Removal,Brick - Painted,Front,3300 W 111TH ST,60655,1156319.68762528,1830814.66233401,19,22,74,55,41.691638801387754,-87.70338636678272,"(41.691638801387754, -87.70338636678272)"
09/16/2015,Completed,09/16/2015,15-04829494,Graffiti Removal,Metal - Painted,Front,4622 S PULASKI RD,60632,1150467.44852689,1873688.22861563,14,8,57,39,41.80898796239032,-87.7237719480083,"(41.80898796239032, -87.7237719480083)"
09/16/2015,Completed,09/16/2015,15-04834477,Graffiti Removal,Glass,Front,4937 W IRVING PARK RD,60641,1142604.8201015,1926136.6878051,45,16,15,28,41.953264168742976,-87.75138461044656,"(41.953264168742976, -87.75138461044656)"
09/16/2015,Completed,09/16/2015,15-04836369,Graffiti Removal,Metal - Painted,Garage,2118 W CUYLER AVE,60618,1161509.87772707,1926886.9562178,47,19,5,,41.95516295085507,-87.68201422710968,"(41.95516295085507, -87.68201422710968)"
09/16/2015,Completed,09/16/2015,15-04836672,Graffiti Removal,Metal - Painted,Traffic Control Box,2400 N LINCOLN AVE,60614,1170542.91001292,1916168.87839463,43,19,7,35,41.925435975228986,-87.64895098851831,"(41.925435975228986, -87.64895098851831)"
09/16/2015,Completed,09/16/2015,15-04824224,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,2216 N MILWAUKEE AVE,60647,1158144.89010032,1914476.74010041,1,14,22,,41.921033762503804,-87.69453433854078,"(41.921033762503804, -87.69453433854078)"
09/16/2015,Completed,09/16/2015,15-04824861,Graffiti Removal,Metal - Unpainted,Pole,2778 N MILWAUKEE AVE,60647,1153426.0422164,1918278.99879857,35,14,22,,41.93160611240766,-87.71179536098468,"(41.93160611240766, -87.71179536098468)"
09/16/2015,Completed,09/16/2015,15-04833383,Graffiti Removal,Brick - Painted,Front,5801 S HOMAN AVE,60629,1154704.61708231,1865946.50849378,23,8,63,59,41.78790045043302,-87.70815314056762,"(41.78790045043302, -87.70815314056762)"
09/16/2015,Completed,09/16/2015,15-04829857,Graffiti Removal,Limestone,Side,8716 S WALLACE ST,60620,1173829.34183278,1847024.89439086,21,22,71,,41.73536766705,-87.638879040659,"(41.73536766705, -87.638879040659)"
09/16/2015,Completed,09/16/2015,15-04824860,Graffiti Removal,Metal - Painted,Pole,31 S COLUMBUS DR,60603,1178300.81538092,1900298.25778476,42,1,32,,41.88135072378677,-87.62065858461914,"(41.88135072378677, -87.62065858461914)"
09/16/2015,Completed,09/16/2015,15-04824684,Graffiti Removal,Metal - Painted,Traffic Control Box,5001 N PULASKI RD,60630,1148824.02048432,1932932.73778503,39,17,14,,41.97198122069018,-87.72798689785583,"(41.97198122069018, -87.72798689785583)"
09/16/2015,Completed,09/16/2015,15-04824195,Graffiti Removal,Brick - Painted,Front,4658 S KEDZIE AVE,60632,1155820.8957733,1873571.07702919,14,8,58,39,41.80820305391545,-87.70412546134823,"(41.80820305391545, -87.70412546134823)"
09/16/2015,Completed,09/16/2015,15-04824196,Graffiti Removal,Metal - Painted,Pole,2833 W ARMITAGE AVE,60647,1157020.10990777,1913158.04340735,1,14,22,,41.91736812603766,-87.69846932110896,"(41.91736812603766, -87.69846932110896)"
09/16/2015,Completed,09/16/2015,15-04824208,Graffiti Removal,Metal - Painted,Pole,1937 N FRANCISCO AVE,60647,1156821.59688735,1912739.24793001,1,14,22,,41.91676115118148,-87.6991384354456,"(41.91676115118148, -87.6991384354456)"
09/16/2015,Completed,09/16/2015,15-04824211,Graffiti Removal,Brick - Painted,Front,3205 W 47TH ST,60632,1155772.0957733,1873294.77702919,14,8,58,39,41.80800810747031,-87.70420176476489,"(41.80800810747031, -87.70420176476489)"
09/16/2015,Completed,09/16/2015,15-04826161,Graffiti Removal,Metal - Painted,Mail Box,3800 N LINCOLN AVE,60613,1162993.56129395,1925252.22507835,47,19,5,38,41.95053733294186,-87.67640739214323,"(41.95053733294186, -87.67640739214323)"
09/16/2015,Open,,15-04832563,Graffiti Removal,Asphalt,Express Way Job,3600 N LAKE SHORE DR,60613,1171917.36719144,1924628.74871797,46,19,6,,41.94868367437477,-87.64364975850548,"(41.94868367437477, -87.64364975850548)"
09/16/2015,Open,,15-04830734,Graffiti Removal,Vinyl Siding,Front,3238 N LECLAIRE AVE,60641,1141794.05410891,1921167.11009599,31,16,15,,41.93992289740151,-87.75442765888714,"(41.93992289740151, -87.75442765888714)"
09/16/2015,Open,,15-04830983,Graffiti Removal,Brick - Painted,Side,215 N LAFLIN ST,60607,1166430.44012326,1901597.65681763,27,12,28,,41.885876021971505,-87.66415248560504,"(41.885876021971505, -87.66415248560504)"
09/16/2015,Completed,09/16/2015,15-04826389,Graffiti Removal,Brick - Unpainted,Front,1820 W 18TH ST,60608,1164519.93492169,1891437.08202077,25,12,31,,41.85782112548323,-87.67198406803239,"(41.85782112548323, -87.67198406803239)"
09/16/2015,Open,,15-04834458,Graffiti Removal,Glass,Front,3720 N CLARK ST,60613,1167863.83637581,1924903.89182034,44,19,6,17,41.94959069063464,-87.65860701972706,"(41.94959069063464, -87.65860701972706)"
09/16/2015,Completed,09/16/2015,15-04824326,Graffiti Removal,Brick - Painted,Front,3603 W 62ND ST,60629,1153363.8789172,1863263.36690991,23,8,65,,41.78052078681872,-87.71339725784149,"(41.78052078681872, -87.71339725784149)"
09/16/2015,Open,,15-04836170,Graffiti Removal,Aluminum Siding,Garage,5951 N EAST CIRCLE AVE,60631,1129244.50551045,1939182.4410169,41,16,10,,41.989824035354474,-87.7995782221642,"(41.989824035354474, -87.7995782221642)"
09/16/2015,Completed,09/16/2015,15-04824331,Graffiti Removal,Other / Unknown Surface,Front,3323 N NAGLE AVE,60634,1132790.04331392,1921404.12251375,36,16,17,,41.94083827161825,-87.78722697028518,"(41.94083827161825, -87.78722697028518)"
09/16/2015,Completed - Dup,09/16/2015,15-04824437,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,3114 N LARAMIE AVE,60641,1141161.93911966,1920115.25509842,30,25,19,,41.93732912233215,-87.7567888991181,"(41.93732912233215, -87.7567888991181)"
09/16/2015,Completed,09/16/2015,15-04824271,Graffiti Removal,Wood - Painted,Bench,6058 W DIVERSEY AVE,60639,1135448.4687306,1917978.2052162,30,25,19,,41.93121619743795,-87.77833695124582,"(41.93121619743795, -87.77833695124582)"
09/16/2015,Completed,09/16/2015,15-04824252,Graffiti Removal,Metal - Painted,Garage,2074 N MILWAUKEE AVE,60647,1159141.74023281,1913676.81329005,1,14,22,,41.918889804859326,-87.69101102658401,"(41.918889804859326, -87.69101102658401)"
09/16/2015,Completed - Dup,09/16/2015,15-04824270,Graffiti Removal,Metal - Painted,Garage,5256 W HENDERSON ST,60641,1140730.97222349,1921768.52871229,31,16,15,,41.94151972922262,-87.75903670987518,"(41.94151972922262, -87.75903670987518)"
09/16/2015,Completed,09/16/2015,15-04824251,Graffiti Removal,Metal - Painted,Pole,6040 W DIVERSEY AVE,60639,1135534.6687306,1917980.4052162,30,25,19,,41.931225548628106,-87.7776346863257,"(41.931225548628106, -87.7776346863257)"
09/16/2015,Completed,09/16/2015,15-04824143,Graffiti Removal,Brick - Painted,Front,6600 S ST LOUIS AVE,60629,1154203.97530673,1860631.53350078,23,8,66,,41.773348444955396,-87.71042492732539,"(41.773348444955396, -87.71042492732539)"
09/16/2015,Completed,09/16/2015,15-04823916,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2349 W NORTH AVE,60647,1160366.87430807,1910579.83771293,1,14,24,33,41.910218942843144,-87.68673306821746,"(41.910218942843144, -87.68673306821746)"
09/16/2015,Completed,09/16/2015,15-04824142,Graffiti Removal,Brick - Unpainted,Front,3300 N HARDING AVE,60618,1149479.73000436,1921650.20143097,30,17,21,,41.94101899669901,-87.72616487651152,"(41.94101899669901, -87.72616487651152)"
09/16/2015,Completed - Dup,09/16/2015,15-04824690,Graffiti Removal,Brick - Painted,Side,4243 N LINCOLN AVE,60618,1161401.61880895,1928248.75939018,47,19,5,38,41.95894228986967,-87.6819497564818,"(41.95894228986967, -87.6819497564818)"
09/16/2015,Completed - Dup,09/16/2015,15-04825012,Graffiti Removal,Brick - Painted,Front,3600 W 65TH ST,60629,1153436.34600799,1861270.30450488,23,8,65,,41.77527114210656,-87.71319133373377,"(41.77527114210656, -87.71319133373377)"
09/16/2015,Completed,09/16/2015,15-04823237,Graffiti Removal,Metal - Painted,Sign,6141 W 56TH ST,60638,1136286.78422261,1866789.5225893,13,8,56,,41.79051654717628,-87.77604435626198,"(41.79051654717628, -87.77604435626198)"
09/16/2015,Completed,09/16/2015,15-04823171,Graffiti Removal,Brick - Unpainted,Side,1349 W FULLERTON AVE,60614,1166861.65018727,1916059.55521404,2,18,7,,41.925120741631254,-87.66247715259199,"(41.925120741631254, -87.66247715259199)"
09/16/2015,Completed - Dup,09/16/2015,15-04834536,Graffiti Removal,Glass,Front,4935 W IRVING PARK RD,60641,1142614.2201015,1926136.8878051,45,16,15,28,41.953263659544795,-87.75131223882956,"(41.953263659544795, -87.75131223882956)"
09/16/2015,Completed,09/16/2015,15-04824097,Graffiti Removal,Metal - Painted,Front,2801 W SHAKESPEARE AVE,60647,1157338.49420033,1914314.03023077,1,14,22,,41.920532968314596,-87.69735933766198,"(41.920532968314596, -87.69735933766198)"
09/16/2015,Completed,09/16/2015,15-04824046,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,4245 N KNOX AVE,60641,1144509.73917326,1927822.0210765,45,17,16,,41.95827708960544,-87.74413066923111,"(41.95827708960544, -87.74413066923111)"
09/16/2015,Completed,09/16/2015,15-04824042,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,4217 N KNOX AVE,60641,1144586.63917326,1927627.4210765,45,17,16,,41.95761406796355,-87.74378768892876,"(41.95761406796355, -87.74378768892876)"
09/16/2015,Completed,09/16/2015,15-04823938,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,3405 N MILWAUKEE AVE,60641,1148216.2219936,1922480.02253043,30,17,16,,41.94325963766845,-87.73045087806395,"(41.94325963766845, -87.73045087806395)"
09/16/2015,Completed,09/16/2015,15-04823936,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2357 W NORTH AVE,60647,1160327.17430807,1910578.73771293,1,14,24,33,41.910213568444114,-87.68707155381809,"(41.910213568444114, -87.68707155381809)"
09/16/2015,Completed,09/16/2015,15-04824041,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,4201 N KNOX AVE,60641,1144630.63917326,1927516.2210765,45,17,16,,41.957235491982225,-87.74359148660363,"(41.957235491982225, -87.74359148660363)"
09/16/2015,Completed,09/16/2015,15-04824033,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,4161 N KNOX AVE,60641,1144709.73917326,1927303.2210765,45,17,16,,41.95701690509734,-87.74347791465358,"(41.95701690509734, -87.74347791465358)"
09/16/2015,Completed,09/16/2015,15-04824039,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,4181 N KNOX AVE,60641,1144669.53917326,1927411.7210765,45,17,16,,41.95706765460769,-87.74350437196719,"(41.95706765460769, -87.74350437196719)"
09/16/2015,Completed,09/16/2015,15-04824090,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,4301 N KNOX AVE,60641,1144360.15938582,1928203.77253186,45,17,16,,41.95911828181032,-87.74456888270804,"(41.95911828181032, -87.74456888270804)"
09/16/2015,Completed,09/16/2015,15-04824087,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,4257 N KNOX AVE,60641,1144476.75938582,1927905.37253186,45,17,16,,41.958560901206106,-87.74427849711937,"(41.958560901206106, -87.74427849711937)"
09/16/2015,Completed,09/16/2015,15-04824049,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,4251 N KNOX AVE,60641,1144493.25938582,1927863.67253186,45,17,16,,41.95841899492862,-87.74420458036836,"(41.95841899492862, -87.74420458036836)"
09/16/2015,Completed,09/16/2015,15-04824248,Graffiti Removal,Brick - Painted,Front,7900 S TRIPP AVE,60652,1149500.81260555,1851831.03690958,18,8,70,,41.74931274973654,-87.72789313400959,"(41.74931274973654, -87.72789313400959)"
09/16/2015,Completed,09/16/2015,15-04824182,Graffiti Removal,Brick - Painted,Front,4645 W 47TH ST,60632,1146070.26803016,1873062.49402415,14,8,56,,41.807552352672275,-87.7400051565691,"(41.807552352672275, -87.7400051565691)"
09/16/2015,Completed,09/16/2015,15-04824161,Graffiti Removal,Brick - Painted,Front,5010 S ARCHER AVE,60632,1150401.61161964,1871030.22237961,14,8,57,39,41.801955459388104,-87.72424723225147,"(41.801955459388104, -87.72424723225147)"
09/16/2015,Completed,09/16/2015,15-04824153,Graffiti Removal,Brick - Painted,Front,3500 W 66TH ST,60629,1154203.97530673,1860631.53350078,23,8,66,,41.773503089877515,-87.71039828274982,"(41.773503089877515, -87.71039828274982)"
09/16/2015,Completed,09/16/2015,15-04824179,Graffiti Removal,Brick - Painted,Front,4457 W 55TH ST,60632,1147506.73400373,1867766.52060689,13,8,62,,41.79298901074503,-87.73526655370448,"(41.79298901074503, -87.73526655370448)"
09/16/2015,Completed,09/16/2015,15-04824176,Graffiti Removal,Brick - Unpainted,Front,3555 S ARCHER AVE,60609,1162454.75978597,1881058.14677974,12,9,59,,41.82937065961826,-87.67907880992395,"(41.82937065961826, -87.67907880992395)"
09/16/2015,Completed,09/16/2015,15-04824168,Graffiti Removal,Brick - Painted,Front,5020 S ARCHER AVE,60632,1150259.62978868,1870915.45769143,14,8,57,39,41.80163034053916,-87.72484543138357,"(41.80163034053916, -87.72484543138357)"
09/16/2015,Completed,09/16/2015,15-04824174,Graffiti Removal,Brick - Painted,Front,4453 W 55TH ST,60632,1147526.63400373,1867767.02060689,13,8,62,,41.79299072217187,-87.73509802457296,"(41.79299072217187, -87.73509802457296)"
09/16/2015,Completed,09/16/2015,15-04824170,Graffiti Removal,Aluminum Siding,Side,3517 S WOOD ST,60609,1164925.08322414,1881387.65969031,12,9,59,,41.829903380965874,-87.67023802637212,"(41.829903380965874, -87.67023802637212)"
09/16/2015,Completed,09/16/2015,15-04824244,Graffiti Removal,Metal - Painted,Garage,2104 N MILWAUKEE AVE,60647,1158865.74337054,1913897.17131288,1,14,22,,41.919413688275526,-87.69187555869155,"(41.919413688275526, -87.69187555869155)"
09/16/2015,Completed,09/16/2015,15-04824223,Graffiti Removal,Brick - Unpainted,Front,2800 N PARKSIDE AVE,60634,1138226.80740359,1918049.13131791,30,25,19,,41.93134822997273,-87.76761213098365,"(41.93134822997273, -87.76761213098365)"
09/16/2015,Completed,09/16/2015,15-04824190,Graffiti Removal,Brick - Painted,Front,4644 W 47TH ST,60632,1146074.96803016,1873062.59402415,22,8,56,,41.80776880152382,-87.74022901053206,"(41.80776880152382, -87.74022901053206)"
09/16/2015,Completed,09/16/2015,15-04824220,Graffiti Removal,Metal - Painted,Pole,1945 N FRANCISCO AVE,60647,1156819.89688735,1912792.64793001,1,14,22,,41.916986678124665,-87.69914567804278,"(41.916986678124665, -87.69914567804278)"
09/16/2015,Completed,09/16/2015,15-04824189,Graffiti Removal,Metal - Painted,Pole,2815 W ARMITAGE AVE,60647,1157226.46988198,1913162.10439057,1,14,22,,41.917373880004064,-87.69784150849985,"(41.917373880004064, -87.69784150849985)"
09/16/2015,Completed,09/16/2015,15-04824186,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2829 W ARMITAGE AVE,60647,1157056.36988198,1913158.80439057,1,14,22,,41.91737007807033,-87.6982492595568,"(41.91737007807033, -87.6982492595568)"
09/16/2015,Completed,09/16/2015,15-04824218,Graffiti Removal,Brick - Painted,Front,3208 W 47TH ST,60632,1155736.7957733,1873294.07702919,14,8,58,39,41.80822666898138,-87.7043715496088,"(41.80822666898138, -87.7043715496088)"
09/16/2015,Completed,09/16/2015,15-04824203,Graffiti Removal,Metal - Painted,Pole,1933 N FRANCISCO AVE,60647,1156822.39688735,1912712.54793001,1,14,22,,41.91664850942612,-87.69913482569578,"(41.91664850942612, -87.69913482569578)"
09/16/2015,Completed,09/16/2015,15-04824199,Graffiti Removal,Brick - Unpainted,Front,4800 W DIVERSEY AVE,60639,1143904.21159556,1918186.79006891,31,25,19,,41.93164142040689,-87.7467199106462,"(41.93164142040689, -87.7467199106462)"
09/16/2015,Completed,09/16/2015,15-04824214,Graffiti Removal,Metal - Painted,Garage,1944 N MOZART ST,60647,1157112.85940769,1912792.18397367,1,14,22,,41.91699213686271,-87.6983629719875,"(41.91699213686271, -87.6983629719875)"
09/16/2015,Completed,09/16/2015,15-04824205,Graffiti Removal,Brick - Painted,Front,4650 S KEDZIE AVE,60632,1155806.64227797,1873960.37272503,14,8,58,39,41.80842885378907,-87.70413585728564,"(41.80842885378907, -87.70413585728564)"
09/16/2015,Completed,09/16/2015,15-04824212,Graffiti Removal,Brick - Unpainted,Front,5622 W DIVERSEY AVE,60639,1138306.60740359,1918051.13131791,31,25,19,,41.93137108349179,-87.76731148924151,"(41.93137108349179, -87.76731148924151)"
09/16/2015,Completed,09/16/2015,15-04824241,Graffiti Removal,Metal - Painted,Front,5625 W DIVERSEY AVE,60639,1138272.40740359,1918050.33131791,30,25,19,,41.93115078709028,-87.76739929698608,"(41.93115078709028, -87.76739929698608)"
09/16/2015,Completed,09/16/2015,15-04824233,Graffiti Removal,Metal - Painted,Front,5634 W DIVERSEY AVE,60639,1138207.60740359,1918048.63131791,30,25,19,,41.93136793813057,-87.7676803009054,"(41.93136793813057, -87.7676803009054)"
09/16/2015,Completed,09/16/2015,15-04824240,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,2102 N MILWAUKEE AVE,60647,1158880.24337054,1913885.57131288,1,14,22,,41.91938242153669,-87.69182397432952,"(41.91938242153669, -87.69182397432952)"
09/16/2015,Completed,09/16/2015,15-04824230,Graffiti Removal,Metal - Painted,Garage,2214 N MILWAUKEE AVE,60647,1158161.69010032,1914463.24010041,1,14,22,,41.92099614759255,-87.69447234911182,"(41.92099614759255, -87.69447234911182)"
09/16/2015,Completed,09/16/2015,15-04824226,Graffiti Removal,Brick - Painted,Front,5117 S ROCKWELL ST,60632,1159903.1692159,1870645.29462654,14,9,63,,41.80053025820082,-87.68895921423788,"(41.80053025820082, -87.68895921423788)"
09/16/2015,Completed,09/16/2015,15-04824239,Graffiti Removal,Brick - Painted,Front,7979 S KOLIN AVE,60652,1148742.09477268,1851112.41837148,18,8,70,,41.747057686590374,-87.73041925863737,"(41.747057686590374, -87.73041925863737)"
09/16/2015,Completed,09/16/2015,15-04824234,Graffiti Removal,Metal - Painted,Fence,2216 N MILWAUKEE AVE,60647,1158144.89010032,1914476.74010041,1,14,22,,41.921033762503804,-87.69453433854078,"(41.921033762503804, -87.69453433854078)"
09/16/2015,Completed,09/16/2015,15-04824237,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Rear,2210 N MILWAUKEE AVE,60647,1158195.29010032,1914436.14010041,1,14,22,,41.920921282115486,-87.69434880817748,"(41.920921282115486, -87.69434880817748)"
09/16/2015,Completed,09/16/2015,15-04824235,Graffiti Removal,Brick - Painted,Front,7977 S KOLIN AVE,60652,1148742.49477268,1851127.41837148,18,8,70,,41.747057686590374,-87.73041925863737,"(41.747057686590374, -87.73041925863737)"
09/16/2015,Completed,09/16/2015,15-04824260,Graffiti Removal,Metal - Painted,Pole,2806 N MCVICKER AVE,60634,1135581.1687306,1918021.9052162,30,25,19,,41.93138118649507,-87.77733702290736,"(41.93138118649507, -87.77733702290736)"
09/16/2015,Completed,09/16/2015,15-04824668,Graffiti Removal,Brick - Painted,Front,10845 S WABASH AVE,60628,1178500.07782786,1833067.6906927,9,5,49,,41.69673348193086,-87.62188917723707,"(41.69673348193086, -87.62188917723707)"
09/16/2015,Completed,09/16/2015,15-04824264,Graffiti Removal,Brick - Painted,Front,2352 N KIMBALL AVE,60647,1153313.81428396,1915522.7401156,35,14,22,,41.924437905413455,-87.71224710035136,"(41.924437905413455, -87.71224710035136)"
09/16/2015,Completed,09/16/2015,15-04824255,Graffiti Removal,Brick - Painted,Front,7906 S TRIPP AVE,60652,1149504.04992196,1851722.55997224,18,8,70,,41.74901069722666,-87.72788439637648,"(41.74901069722666, -87.72788439637648)"
09/16/2015,Completed,09/16/2015,15-04824259,Graffiti Removal,Brick - Painted,Front,3817 W 85TH PL,60652,1152422.34122903,1847599.8784095,18,8,70,,41.73756208268504,-87.71742873406649,"(41.73756208268504, -87.71742873406649)"
09/16/2015,Completed,09/16/2015,15-04824257,Graffiti Removal,Other / Unknown Surface,Front,2076 N MILWAUKEE AVE,60647,1159128.44023281,1913687.51329005,1,14,22,,41.918921322938715,-87.69106237605233,"(41.918921322938715, -87.69106237605233)"
09/16/2015,Completed,09/16/2015,15-04824651,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,3700 W FULLERTON AVE,60647,1151311.76799705,1915702.42458606,31,25,22,,41.924682399730244,-87.7195018353719,"(41.924682399730244, -87.7195018353719)"
09/16/2015,Completed,09/16/2015,15-04836201,Graffiti Removal,Brick - Unpainted,Side,3150 W TOUHY AVE,60645,1154511.64498425,1947552.4034246,50,24,2,,42.01197715588615,-87.70867163416553,"(42.01197715588615, -87.70867163416553)"
09/16/2015,Completed,09/16/2015,15-04825238,Graffiti Removal,Brick - Unpainted,Front,2429 W 45TH ST,60632,1160773.40989431,1874767.35319082,15,9,58,,41.81194371274024,-87.68573996709361,"(41.81194371274024, -87.68573996709361)"
09/16/2015,Open,,15-04825650,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,4626 W WELLINGTON AVE,60641,1144830.70699052,1919545.08956906,31,25,19,,41.93534215548049,-87.74317157434086,"(41.93534215548049, -87.74317157434086)"
09/16/2015,Completed,09/16/2015,15-04824818,Graffiti Removal,Brick - Painted,Front,11400 S GREEN BAY AVE,60617,1200579.69187587,1829975.31991076,10,4,52,,41.688135528193044,-87.541459329335,"(41.688135528193044, -87.541459329335)"
09/16/2015,Completed,09/16/2015,15-04825254,Graffiti Removal,Brick - Unpainted,Front,5659 S ST LOUIS AVE,60629,1154009.93103383,1866864.15132366,14,8,63,,41.789860938473105,-87.71065963200775,"(41.789860938473105, -87.71065963200775)"
09/16/2015,Completed,09/16/2015,15-04824549,Graffiti Removal,Metal - Painted,Traffic Control Box,4126 N KEDZIE AVE,60618,1154313.38652798,1927380.62993012,33,17,16,60,41.95654690979591,-87.70824231197462,"(41.95654690979591, -87.70824231197462)"
09/16/2015,Completed,09/16/2015,15-04835375,Graffiti Removal,Metal - Painted,Front,2531 W LAWRENCE AVE,60625,1158498.40000928,1931792.28997854,40,19,4,21,41.96847076774201,-87.69263166838243,"(41.96847076774201, -87.69263166838243)"
09/16/2015,Completed,09/16/2015,15-04835141,Graffiti Removal,,,2600 W LAWRENCE AVE,60625,1158169.85578977,1931786.538025,40,20,4,21,41.968680808972124,-87.6938610330367,"(41.968680808972124, -87.6938610330367)"
09/16/2015,Completed,09/16/2015,15-04835099,Graffiti Removal,Brick - Painted,Front,3642 W 59TH ST,60629,1153068.38007223,1865243.43767337,23,8,62,,41.786172838679086,-87.71494188419321,"(41.786172838679086, -87.71494188419321)"
09/16/2015,Completed,09/16/2015,15-04835088,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,5125 N ALBANY AVE,60625,1154769.92536899,1933971.79470538,33,17,13,,41.974762785097205,-87.70606462682292,"(41.974762785097205, -87.70606462682292)"
09/16/2015,Completed,09/16/2015,15-04826589,Graffiti Removal,Metal - Painted,Traffic Control Box,1161 W DIVERSEY PKWY,60614,1168068.4546288,1918743.33577714,43,19,7,35,41.93245385132287,-87.65828455811197,"(41.93245385132287, -87.65828455811197)"
09/16/2015,Completed,09/16/2015,15-04825548,Graffiti Removal,Metal - Painted,Fence,3729 N KEDZIE AVE,60618,1154391.07387532,1924621.92302463,33,17,16,,41.94934040824182,-87.7077454459421,"(41.94934040824182, -87.7077454459421)"
