Creation Date,Status,Completion Date,Service Request Number,Type of Service Request,What Type of Surface is the Graffiti on?,Where is the Graffiti located?,Street Address,ZIP Code,X Coordinate,Y Coordinate,Ward,Police District,Community Area,SSA,Latitude,Longitude,Location
09/16/2015,Completed,09/16/2015,15-04824515,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Alley,1618 N CALIFORNIA AVE,60647,1157446.13282534,1910637.10069125,1,14,24,,41.91080584441617,-87.6971595317246,"(41.91080584441617, -87.6971595317246)"
09/16/2015,Completed,09/16/2015,15-04824378,Graffiti Removal,Brick - Unpainted,Front,1444 N KOSTNER AVE,60651,1146779.84931908,1909192.88996954,37,25,23,,41.907493996494615,-87.73642230884806,"(41.907493996494615, -87.73642230884806)"
09/16/2015,Completed,09/16/2015,15-04825171,Graffiti Removal,Brick - Unpainted,Front,4634 S WESTERN AVE,60609,1161147.79091959,1873776.49002675,15,9,58,,41.80924046477483,-87.68460553826448,"(41.80924046477483, -87.68460553826448)"
09/16/2015,Completed,09/16/2015,15-04826678,Graffiti Removal,Metal - Painted,Pole,1153 W DIVERSEY PKWY,60614,1168121.7546288,1918744.93577714,43,19,7,35,41.932459142401946,-87.65798333494217,"(41.932459142401946, -87.65798333494217)"
09/16/2015,Completed,09/16/2015,15-04824674,Graffiti Removal,Brick - Painted,Front,10819 S WABASH AVE,60628,1178494.97782786,1833242.3906927,9,5,49,,41.69746990546552,-87.62190987325212,"(41.69746990546552, -87.62190987325212)"
09/16/2015,Completed,09/16/2015,15-04826624,Graffiti Removal,Brick - Unpainted,Overpass,1854 W DIVISION ST,60622,1163711.00000336,1908020.36127355,1,14,24,33,41.903341795159264,-87.67467421115533,"(41.903341795159264, -87.67467421115533)"
09/16/2015,Completed,09/16/2015,15-04826614,Graffiti Removal,Brick - Unpainted,Overpass,900 W GRAND AVE,60642,1170315.51990702,1903668.36242368,27,12,24,,41.89126586837015,-87.65000792371997,"(41.89126586837015, -87.65000792371997)"
09/16/2015,Completed,09/16/2015,15-04826666,Graffiti Removal,Metal - Painted,Pole,1120 W DIVERSEY PKWY,60614,1168341.80001559,1918751.74829018,44,19,6,,41.93269956978984,-87.65677274563694,"(41.93269956978984, -87.65677274563694)"
09/16/2015,Completed,09/16/2015,15-04826613,Graffiti Removal,Metal - Painted,Pole,1158 W DIVERSEY PKWY,60614,1168088.4546288,1918743.93577714,44,19,6,,41.93267568935382,-87.65815590412585,"(41.93267568935382, -87.65815590412585)"
09/16/2015,Completed,09/16/2015,15-04826602,Graffiti Removal,Brick - Unpainted,Overpass,400 N COLUMBUS DR,60611,1178333.0047937,1902797.03271954,42,18,8,,41.888647771265155,-87.62068421054106,"(41.888647771265155, -87.62068421054106)"
09/16/2015,Completed,09/16/2015,15-04826600,Graffiti Removal,Metal - Painted,Front,1158 W DIVERSEY PKWY,60614,1168088.4546288,1918743.93577714,44,19,6,,41.93267568935382,-87.65815590412585,"(41.93267568935382, -87.65815590412585)"
09/16/2015,Completed,09/16/2015,15-04826598,Graffiti Removal,Brick - Unpainted,Overpass,240 N WABASH AVE,60601,1176767.47999534,1901999.00997313,42,1,32,1,41.88663471951639,-87.62647296524231,"(41.88663471951639, -87.62647296524231)"
09/16/2015,Completed,09/16/2015,15-04825164,Graffiti Removal,Brick - Unpainted,Front,4338 S WESTERN AVE,60609,1161091.78957288,1875844.11212487,15,9,58,,41.814534454582265,-87.68474024385834,"(41.814534454582265, -87.68474024385834)"
09/16/2015,Completed,09/16/2015,15-04824541,Graffiti Removal,Brick - Unpainted,Front,5564 N LINCOLN AVE,60625,1157974.85171586,1936929.76927987,40,20,4,,41.98264135161229,-87.69452982700975,"(41.98264135161229, -87.69452982700975)"
09/16/2015,Completed,09/16/2015,15-04825146,Graffiti Removal,Brick - Unpainted,Front,4330 S WESTERN AVE,60609,1161090.28957288,1875897.41212487,15,9,58,,41.81475931574495,-87.684747686622,"(41.81475931574495, -87.684747686622)"
09/16/2015,Completed,09/16/2015,15-04825046,Graffiti Removal,Brick - Unpainted,Front,2159 S HALSTED ST,60608,1171367.62081471,1889799.64996677,11,12,31,,41.852689018701916,-87.64634965794215,"(41.852689018701916, -87.64634965794215)"
09/16/2015,Completed,09/16/2015,15-04824921,Graffiti Removal,Metal - Unpainted,Pole,2640 N MILWAUKEE AVE,60647,1154295.50806796,1917588.47762631,35,14,22,,41.929707204257326,-87.7086844459368,"(41.929707204257326, -87.7086844459368)"
09/16/2015,Completed,09/16/2015,15-04824915,Graffiti Removal,Brick - Painted,Front,4358 S WHIPPLE ST,60632,1156755.50367509,1875588.09308827,15,9,58,39,41.813721678678704,-87.70064514865302,"(41.813721678678704, -87.70064514865302)"
09/16/2015,Completed,09/16/2015,15-04826719,Graffiti Removal,Metal - Painted,Fence,3711 N KEDZIE AVE,60618,1154394.27387532,1924500.72302463,33,17,16,,41.94882952411426,-87.70773331442751,"(41.94882952411426, -87.70773331442751)"
09/16/2015,Completed,09/16/2015,15-04826709,Graffiti Removal,Metal - Painted,Pole,3721 N KEDZIE AVE,60618,1154392.47387532,1924568.02302463,33,17,16,,41.94911321391969,-87.70774007950847,"(41.94911321391969, -87.70774007950847)"
09/16/2015,Completed,09/16/2015,15-04826696,Graffiti Removal,Metal - Painted,Sign,1159 W DIVERSEY PKWY,60614,1168081.7546288,1918743.73577714,43,19,7,35,41.93245516649673,-87.65820926418233,"(41.93245516649673, -87.65820926418233)"
09/16/2015,Completed,09/16/2015,15-04826730,Graffiti Removal,Metal - Painted,Fence,3709 N KEDZIE AVE,60618,1154394.67387532,1924487.32302463,33,17,16,,41.94877277217001,-87.70773196092424,"(41.94877277217001, -87.70773196092424)"
09/16/2015,Completed,09/16/2015,15-04824887,Graffiti Removal,Metal - Unpainted,Pole,2754 N MILWAUKEE AVE,60647,1153629.94453054,1918121.61432765,35,14,22,,41.93114142283433,-87.7110380233934,"(41.93114142283433, -87.7110380233934)"
09/16/2015,Completed,09/16/2015,15-04824909,Graffiti Removal,Brick - Painted,Front,4436 S WHIPPLE ST,60632,1156772.80367509,1875072.89308827,15,9,58,,41.812524885936774,-87.700604031126,"(41.812524885936774, -87.700604031126)"
09/16/2015,Completed,09/16/2015,15-04827814,Graffiti Removal,Metal - Painted,Newspaper Box,3153 W IRVING PARK RD,60618,1154563.81181916,1926422.48767347,33,17,16,60,41.95381203292384,-87.70771710181602,"(41.95381203292384, -87.70771710181602)"
09/16/2015,Completed,09/16/2015,15-04826780,Graffiti Removal,Metal - Painted,Pole,5033 N CICERO AVE,60630,1143444.06021681,1933151.47003376,39,17,14,,41.97259843103586,-87.74776206711553,"(41.97259843103586, -87.74776206711553)"
09/16/2015,Completed,09/16/2015,15-04824900,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4227 N KOSTNER AVE,60641,1146093.84512297,1927863.72972834,39,17,16,,41.95803743042617,-87.73815343726815,"(41.95803743042617, -87.73815343726815)"
09/16/2015,Completed,09/16/2015,15-04824890,Graffiti Removal,Brick - Painted,Front,3312 S JUSTINE ST,60608,1166550.95987553,1882801.07256625,12,9,59,,41.83376273121417,-87.66452705288359,"(41.83376273121417, -87.66452705288359)"
09/16/2015,Completed,09/16/2015,15-04824899,Graffiti Removal,Metal - Unpainted,Pole,2732 N MILWAUKEE AVE,60647,1153794.84453054,1917991.91432765,35,14,22,,41.9307219977604,-87.7103454809135,"(41.9307219977604, -87.7103454809135)"
09/16/2015,Completed,09/16/2015,15-04824897,Graffiti Removal,Brick - Painted,Front,4443 S ALBANY AVE,60632,1156442.81481707,1875016.95662797,15,9,58,,41.81234177465449,-87.70152009942086,"(41.81234177465449, -87.70152009942086)"
09/16/2015,Completed,09/16/2015,15-04824892,Graffiti Removal,Wood - Painted,Side,200 N MICHIGAN AVE,60601,1177262.02338118,1901755.70931063,42,1,32,,41.885801546318,-87.62465977106316,"(41.885801546318, -87.62465977106316)"
09/16/2015,Completed,09/16/2015,15-04825037,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1638 W 18TH ST,60608,1165674.87001731,1891466.6002796,25,12,31,,41.85787756700595,-87.66782519563021,"(41.85787756700595, -87.66782519563021)"
09/16/2015,Completed,09/16/2015,15-04825014,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1632 W 18TH ST,60608,1165709.67001731,1891467.6002796,25,12,31,,41.857880647201654,-87.66760252635241,"(41.857880647201654, -87.66760252635241)"
09/16/2015,Completed,09/16/2015,15-04824990,Graffiti Removal,Brick - Painted,Front,6000 S KEDZIE AVE,60629,1156079.58620833,1864665.3180687,23,8,66,59,41.784333248945835,-87.70343729709025,"(41.784333248945835, -87.70343729709025)"
09/16/2015,Completed,09/16/2015,15-04824944,Graffiti Removal,Brick - Painted,Front,2914 W POPE JOHN PAUL II DR,60632,1157745.91368537,1876003.52901733,15,9,58,39,41.81560772902291,-87.69749739565444,"(41.81560772902291, -87.69749739565444)"
09/16/2015,Completed,09/16/2015,15-04824936,Graffiti Removal,Brick - Painted,Front,2910 W POPE JOHN PAUL II DR,60632,1157630.01368537,1876000.42901733,15,9,58,39,41.815610219721485,-87.69733889164152,"(41.815610219721485, -87.69733889164152)"
09/16/2015,Completed,09/16/2015,15-04824968,Graffiti Removal,Brick - Painted,Front,4901 S CALIFORNIA AVE,60632,1158534.45722539,1871971.48591363,14,9,58,,41.80445289768609,-87.69394950180036,"(41.80445289768609, -87.69394950180036)"
09/16/2015,Completed,09/16/2015,15-04824959,Graffiti Removal,Brick - Painted,Front,4222 S FRANCISCO AVE,60632,1157730.28670909,1876524.74209277,15,9,58,39,41.816650337616394,-87.69705905838244,"(41.816650337616394, -87.69705905838244)"
09/16/2015,Completed,09/16/2015,15-04824979,Graffiti Removal,Brick - Painted,Front,4855 S CALIFORNIA AVE,60632,1158526.50118875,1872245.25002911,14,9,58,,41.80485035359887,-87.69396078642647,"(41.80485035359887, -87.69396078642647)"
09/16/2015,Completed,09/16/2015,15-04824969,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4231 N KOSTNER AVE,60641,1146091.88772129,1927905.97249452,39,17,16,,41.95815053108148,-87.73815951152523,"(41.95815053108148, -87.73815951152523)"
09/16/2015,Completed,09/16/2015,15-04824977,Graffiti Removal,Metal - Unpainted,Pole,2568 N MILWAUKEE AVE,60647,1155035.48780701,1916992.69641281,32,14,22,,41.92790890709174,-87.70573942133278,"(41.92790890709174, -87.70573942133278)"
09/16/2015,Completed,09/16/2015,15-04824993,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4233 N KOSTNER AVE,60641,1146090.88772129,1927927.17249452,39,17,16,,41.95820708140824,-87.73816254866095,"(41.95820708140824, -87.73816254866095)"
09/16/2015,Completed,09/16/2015,15-04825007,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4222 N KOSTNER AVE,60641,1146096.34512297,1927810.92972834,39,17,16,,41.95791553611938,-87.73844124474017,"(41.95791553611938, -87.73844124474017)"
09/16/2015,Completed,09/16/2015,15-04825001,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,3310 S WESTERN AVE,60608,1160976.47371161,1882642.56002631,25,9,59,,41.833586787116175,-87.68533146194916,"(41.833586787116175, -87.68533146194916)"
09/16/2015,Completed,09/16/2015,15-04825000,Graffiti Removal,Brick - Painted,Front,3600 W 64TH ST,60629,1153421.21317992,1861931.38340384,23,8,65,,41.77708646649013,-87.71322794431151,"(41.77708646649013, -87.71322794431151)"
09/16/2015,Completed,09/16/2015,15-04825029,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,1636 W 18TH ST,60608,1165686.47001731,1891466.9002796,25,12,31,,41.85787859378584,-87.66775097253937,"(41.85787859378584, -87.66775097253937)"
09/16/2015,Completed,09/16/2015,15-04825033,Graffiti Removal,Brick - Painted,Front,3600 W 67TH PL,60629,1153481.40997676,1859611.97997901,13,8,65,3,41.77071982752095,-87.7130699327188,"(41.77071982752095, -87.7130699327188)"
09/16/2015,Completed,09/16/2015,15-04825021,Graffiti Removal,Brick - Painted,Front,3600 W 66TH ST,60629,1153453.91840148,1860607.30599983,13,8,65,,41.77345210300437,-87.71309074718113,"(41.77345210300437, -87.71309074718113)"
09/16/2015,Completed,09/16/2015,15-04825020,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4220 N KOSTNER AVE,60641,1146096.94512297,1927799.12972834,45,17,16,,41.95788534713074,-87.73843962320993,"(41.95788534713074, -87.73843962320993)"
09/16/2015,Completed,09/16/2015,15-04824783,Graffiti Removal,Metal - Painted,Traffic Control Box,4242 N KOSTNER AVE,60641,1146089.88772129,1927948.27249452,39,17,16,,41.95845018353641,-87.7384736239313,"(41.95845018353641, -87.7384736239313)"
09/16/2015,Completed,09/16/2015,15-04825143,Graffiti Removal,Brick - Unpainted,Front,4334 S WESTERN AVE,60609,1161090.98957288,1875870.71212487,15,9,58,,41.8146468892478,-87.68474396125865,"(41.8146468892478, -87.68474396125865)"
09/16/2015,Completed,09/16/2015,15-04825144,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4214 N KOSTNER AVE,60641,1146100.22608069,1927728.31281965,45,17,16,,41.95768127069489,-87.7384286795449,"(41.95768127069489, -87.7384286795449)"
09/16/2015,Completed,09/16/2015,15-04825106,Graffiti Removal,Brick - Unpainted,Side,1314 W 31ST ST,60608,1167972.87206722,1884230.84671148,11,9,60,,41.83797892847663,-87.65913936609951,"(41.83797892847663, -87.65913936609951)"
09/16/2015,Completed,09/16/2015,15-04825051,Graffiti Removal,,,2145 S HALSTED ST,60608,1171366.12081471,1889854.54996677,11,12,31,,41.85287058133881,-87.64635442164729,"(41.85287058133881, -87.64635442164729)"
09/16/2015,Completed,09/16/2015,15-04825096,Graffiti Removal,Brick - Unpainted,Front,2145 S HALSTED ST,60608,1171366.12081471,1889854.54996677,11,12,31,,41.85287058133881,-87.64635442164729,"(41.85287058133881, -87.64635442164729)"
09/16/2015,Completed,09/16/2015,15-04825055,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4216 N KOSTNER AVE,60641,1146099.12608069,1927751.91281965,45,17,16,,41.95774927868484,-87.7384323150855,"(41.95774927868484, -87.7384323150855)"
09/16/2015,Completed,09/16/2015,15-04824624,Graffiti Removal,Brick - Unpainted,Rear,2555 N CICERO AVE,60639,1143960.92482636,1916686.24012563,31,25,19,,41.927708668144305,-87.74628960274073,"(41.927708668144305, -87.74628960274073)"
09/16/2015,Completed,09/16/2015,15-04825386,Graffiti Removal,Brick - Painted,Garage,3341 S ASHLAND AVE,60608,1166215.74999758,1882488.31002134,12,9,59,,41.83292131171544,-87.66547249050315,"(41.83292131171544, -87.66547249050315)"
09/16/2015,Completed,09/16/2015,15-04824670,Graffiti Removal,Metal - Painted,Front,5101 N RIDGEWAY AVE,60625,1150469.06742375,1933630.0218797,39,17,14,,41.97380242051005,-87.72191735220562,"(41.97380242051005, -87.72191735220562)"
09/16/2015,Completed,09/16/2015,15-04825175,Graffiti Removal,Brick - Unpainted,Rear,2632 W 47TH ST,60632,1159486.58618856,1873405.03503384,15,9,58,,41.80844981451418,-87.69060943657203,"(41.80844981451418, -87.69060943657203)"
09/16/2015,Completed,09/16/2015,15-04825244,Graffiti Removal,Brick - Unpainted,Front,2431 W 45TH ST,60632,1160768.60989431,1874767.25319082,15,9,58,,41.811941894437,-87.68586410340315,"(41.811941894437, -87.68586410340315)"
09/16/2015,Completed,09/16/2015,15-04825194,Graffiti Removal,Brick - Unpainted,Rear,4542 S WESTERN AVE,60609,1161129.70310421,1874396.90007145,15,9,58,,41.8108024744678,-87.6846536043006,"(41.8108024744678, -87.6846536043006)"
09/16/2015,Completed,09/16/2015,15-04824688,Graffiti Removal,Metal - Painted,Traffic Control Box,3958 N WESTERN AVE,60618,1159665.55046758,1926288.23998162,47,19,5,38,41.95396419740082,-87.68861203663327,"(41.95396419740082, -87.68861203663327)"
09/16/2015,Completed,09/16/2015,15-04824771,Graffiti Removal,Brick - Painted,Front,2051 W 79TH ST,60620,1163969.83009162,1852256.28500166,18,6,71,,41.750096475449574,-87.67520040045642,"(41.750096475449574, -87.67520040045642)"
09/16/2015,Completed,09/16/2015,15-04825218,Graffiti Removal,Brick - Unpainted,Front,8259 S KILPATRICK AVE,60652,1146603.68052542,1849295.33112653,18,8,70,,41.742033238560566,-87.73826781091226,"(41.742033238560566, -87.73826781091226)"
09/16/2015,Completed,09/16/2015,15-04825201,Graffiti Removal,Brick - Unpainted,Garage,5300 S TRIPP AVE,60632,1148930.23570074,1869129.97202114,23,8,62,,41.796725215655826,-87.7295362915566,"(41.796725215655826, -87.7295362915566)"
09/16/2015,Completed,09/16/2015,15-04825196,Graffiti Removal,Brick - Unpainted,Front,4459 S PULASKI RD,60632,1150428.55271094,1874773.98468713,14,8,57,,41.81163475648887,-87.72358000796964,"(41.81163475648887, -87.72358000796964)"
09/16/2015,Completed,09/16/2015,15-04824578,Graffiti Removal,Brick - Unpainted,Rear,5855 W IRVING PARK RD,60634,1136517.03000211,1925995.38892573,38,16,15,,41.952981917707696,-87.77410827607103,"(41.952981917707696, -87.77410827607103)"
09/16/2015,Completed,09/16/2015,15-04825363,Graffiti Removal,Brick - Painted,Front,5275 S ARCHER AVE,60632,1146496.36571889,1870058.75438793,23,8,56,,41.79928776070369,-87.73837902368739,"(41.79928776070369, -87.73837902368739)"
09/16/2015,Completed,09/16/2015,15-04824777,Graffiti Removal,Brick - Painted,Front,8700 S BALTIMORE AVE,60617,1198403.0600666,1847881.83569962,10,4,46,,41.73732277536711,-87.54882821872494,"(41.73732277536711, -87.54882821872494)"
09/16/2015,Completed,09/16/2015,15-04825381,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,4210 N KOSTNER AVE,60641,1146115.27893091,1927563.88759829,45,17,16,,41.95750409711516,-87.73841826667936,"(41.95750409711516, -87.73841826667936)"
09/16/2015,Completed,09/16/2015,15-04825264,Graffiti Removal,Brick - Unpainted,Rear,4335 S MARSHFIELD AVE,60609,1166064.83357701,1875960.63461818,15,9,61,10,41.81481200746354,-87.66621638196558,"(41.81481200746354, -87.66621638196558)"
09/16/2015,Completed,09/16/2015,15-04825288,Graffiti Removal,Brick - Unpainted,Front,5658 S SACRAMENTO AVE,60629,1157343.71286598,1866967.33112491,14,8,63,,41.79005408337867,-87.69872571342255,"(41.79005408337867, -87.69872571342255)"
09/16/2015,Completed,09/16/2015,15-04825270,Graffiti Removal,Brick - Unpainted,Side,5800 S ALBANY AVE,60629,1156706.11881086,1866010.57437797,14,8,63,59,41.7880123642216,-87.70110559038567,"(41.7880123642216, -87.70110559038567)"
09/16/2015,Completed,09/16/2015,15-04824776,Graffiti Removal,Metal - Painted,Front,4244 N KOSTNER AVE,60641,1146084.19639109,1928029.16257381,39,17,16,,41.95850510174054,-87.73847905454265,"(41.95850510174054, -87.73847905454265)"
09/16/2015,Completed,09/16/2015,15-04825353,Graffiti Removal,Brick - Painted,Front,5440 S ARCHER AVE,60638,1144820.90029535,1869691.79868724,14,8,56,,41.798538286319506,-87.74453640869005,"(41.798538286319506, -87.74453640869005)"
09/16/2015,Completed,09/16/2015,15-04825297,Graffiti Removal,Brick - Unpainted,Front,5100 S ALBANY AVE,60632,1156572.77989687,1870658.5943862,14,9,63,,41.80076988116675,-87.70146978971465,"(41.80076988116675, -87.70146978971465)"
09/16/2015,Completed,09/16/2015,15-04825298,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Viaduct,4212 N KOSTNER AVE,60641,1146102.42608069,1927704.81281965,45,17,16,,41.957647284796856,-87.7384268654468,"(41.957647284796856, -87.7384268654468)"
09/16/2015,Completed,09/16/2015,15-04825341,Graffiti Removal,Brick - Painted,Front,3434 W 111TH ST,60655,1155317.00872709,1830784.92846787,19,22,74,55,41.69157670087264,-87.70709025359594,"(41.69157670087264, -87.70709025359594)"
09/16/2015,Completed,09/16/2015,15-04825336,Graffiti Removal,Brick - Painted,Front,3312 W 111TH ST,60655,1156185.78762528,1830810.86233401,19,22,74,55,41.69162965607748,-87.70387822507982,"(41.69162965607748, -87.70387822507982)"
09/16/2015,Completed,09/16/2015,15-04825378,Graffiti Removal,Brick - Painted,Front,5164 S PULASKI RD,60632,1150576.4095191,1870005.63616773,23,8,62,,41.79864756849509,-87.72346316464906,"(41.79864756849509, -87.72346316464906)"
09/16/2015,Completed,09/16/2015,15-04825368,Graffiti Removal,Brick - Painted,Front,5160 S PULASKI RD,60632,1150575.7095191,1870031.53616773,23,8,62,,41.79875025743268,-87.72346641018879,"(41.79875025743268, -87.72346641018879)"
09/16/2015,Open,,15-04826173,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Side,2025 W NORTH AVE,60647,1162581.01848325,1910644.24219595,1,14,24,33,41.91035562655063,-87.67856249434335,"(41.91035562655063, -87.67856249434335)"
09/16/2015,Completed,09/16/2015,15-04824629,Graffiti Removal,Metal - Painted,Traffic Control Box,5859 N CALIFORNIA AVE,60659,1156617.8329864,1938797.35002305,40,20,2,,41.98848904811007,-87.69918691932865,"(41.98848904811007, -87.69918691932865)"
09/16/2015,Completed,09/16/2015,15-04824838,Graffiti Removal,Metal - Painted,Viaduct,4221 N KOSTNER AVE,60641,1146096.34512297,1927810.92972834,45,17,16,,41.957894140505005,-87.73814574162401,"(41.957894140505005, -87.73814574162401)"
09/16/2015,Completed,09/16/2015,15-04825487,Graffiti Removal,Brick - Unpainted,Front,9046 S BURLEY AVE,60617,1199241.89076606,1845594.71807319,10,4,46,,41.73052447270401,-87.54582431001678,"(41.73052447270401, -87.54582431001678)"
09/16/2015,Completed,09/16/2015,15-04825408,Graffiti Removal,Brick - Painted,Front,3832 S ASHLAND AVE,60609,1166255.82458348,1879204.04010968,12,9,59,,41.82406978433046,-87.66572067685202,"(41.82406978433046, -87.66572067685202)"
09/16/2015,Completed,09/16/2015,15-04825397,Graffiti Removal,Brick - Painted,Front,3409 S ASHLAND AVE,60608,1166224.768113,1882141.50943404,12,9,59,13,41.832022474704246,-87.66544950918792,"(41.832022474704246, -87.66544950918792)"
09/16/2015,Completed,09/16/2015,15-04825476,Graffiti Removal,Wood - Painted,Rear,3859 N CICERO AVE,60641,1143677.22201736,1925296.94367508,45,17,15,28,41.95152853067365,-87.74711817171689,"(41.95152853067365, -87.74711817171689)"
09/16/2015,Completed,09/16/2015,15-04825477,Graffiti Removal,Brick - Unpainted,Front,9040 S BURLEY AVE,60617,1199240.89076606,1845635.11807319,10,4,46,,41.73070083362684,-87.54582630690162,"(41.73070083362684, -87.54582630690162)"
09/16/2015,Completed,09/16/2015,15-04825414,Graffiti Removal,Brick - Painted,Front,3804 S WOOD ST,60609,1164977.73672628,1879461.68171652,12,9,59,,41.82477016272036,-87.6703979493104,"(41.82477016272036, -87.6703979493104)"
09/16/2015,Completed,09/16/2015,15-04825460,Graffiti Removal,Brick - Unpainted,Front,3208 E 91ST ST,60617,1198991.79366586,1845231.28309542,10,4,46,,41.73023910731227,-87.54652083478734,"(41.73023910731227, -87.54652083478734)"
09/16/2015,Completed,09/16/2015,15-04825446,Graffiti Removal,Brick - Unpainted,Front,9050 S BURLEY AVE,60617,1199234.29076606,1845904.31807319,10,4,46,,41.73040689872403,-87.54582297896138,"(41.73040689872403, -87.54582297896138)"
09/16/2015,Completed,09/16/2015,15-04825430,Graffiti Removal,Brick - Unpainted,Front,545 W 89TH ST,60620,1174128.76409047,1845913.21289295,21,22,71,,41.732474428180424,-87.6380042953289,"(41.732474428180424, -87.6380042953289)"
09/16/2015,Completed,09/16/2015,15-04824522,Graffiti Removal,"Cement (Sidewalk, Alley, Wall, Curb)",Front,934 N ELSTON AVE,60642,1168478.37950574,1906585.17079035,27,12,24,,41.89939064515355,-87.65677424150951,"(41.89939064515355, -87.65677424150951)"
09/16/2015,Completed,09/16/2015,15-04825504,Graffiti Removal,Metal - Painted,Garbage Cart,4729 W BERENICE AVE,60641,1144176.71350966,1925171.25007479,30,17,15,,41.9505779759152,-87.74583518287747,"(41.9505779759152, -87.74583518287747)"
09/16/2015,Completed,09/16/2015,15-04825500,Graffiti Removal,Brick - Unpainted,Front,2046 W JAMES ST,60609,1163588.3973786,1870345.639933,16,9,61,,41.799959906819,-87.67639723688617,"(41.799959906819, -87.67639723688617)"
09/16/2015,Completed,09/16/2015,15-04824616,Graffiti Removal,Metal - Unpainted,Sign,2501 N MEADE AVE,60639,1135315.1016669,1915981.33996716,30,25,19,,41.92571393189651,-87.77806685054152,"(41.92571393189651, -87.77806685054152)"
09/16/2015,Completed,09/16/2015,15-04825518,Graffiti Removal,Metal - Painted,Garbage Cart,4727 W BERENICE AVE,60641,1144190.91350966,1925171.55007479,30,17,15,,41.950579140292845,-87.74576039474518,"(41.950579140292845, -87.74576039474518)"
09/16/2015,Completed,09/16/2015,15-04824615,Graffiti Removal,Metal - Painted,Traffic Control Box,2800 W ALBION AVE,60645,1156465.61833133,1943665.15321981,50,24,2,,42.00131154929694,-87.69980256338852,"(42.00131154929694, -87.69980256338852)"
09/16/2015,Completed,09/16/2015,15-04825509,Graffiti Removal,Brick - Unpainted,Front,5160 S DAMEN AVE,60609,1163901.0973786,1870208.239933,16,9,61,,41.79943565900481,-87.67460779906023,"(41.79943565900481, -87.67460779906023)"
09/16/2015,Completed,09/16/2015,15-04824607,Graffiti Removal,Brick - Unpainted,Side,2459 N MEADE AVE,60639,1135324.0016669,1915705.13996716,30,25,19,,41.925531006563894,-87.77806033982162,"(41.925531006563894, -87.77806033982162)"
09/16/2015,Completed,09/16/2015,15-04825520,Graffiti Removal,Brick - Unpainted,Front,2400 S LOWE AVE,60616,1171946.96739883,1888021.28320772,11,9,60,,41.84811806610567,-87.64455869963325,"(41.84811806610567, -87.64455869963325)"
09/16/2015,Completed,09/16/2015,15-04825536,Graffiti Removal,Brick - Unpainted,Front,2300 S INDIANA AVE,60616,1177983.74112507,1889145.78192361,3,1,33,,41.85104054446577,-87.62238659391936,"(41.85104054446577, -87.62238659391936)"
09/16/2015,Completed,09/16/2015,15-04824511,Graffiti Removal,Metal - Painted,Newspaper Box,1158 N DEARBORN ST,60610,1175723.29360823,1908147.72908715,2,18,8,,41.90360546264615,-87.63012370001583,"(41.90360546264615, -87.63012370001583)"
09/16/2015,Completed,09/16/2015,15-04824524,Graffiti Removal,Metal - Painted,Rear,5801 W IRVING PARK RD,60634,1136958.35993196,1926006.77927664,38,16,15,,41.95300877141445,-87.77194506523921,"(41.95300877141445, -87.77194506523921)"
09/16/2015,Completed,09/16/2015,15-04824503,Graffiti Removal,Metal - Painted,Door,1536 N WESTERN AVE,60622,1160129.74809133,1910149.10477779,1,14,24,,41.90960274404796,-87.68734786290689,"(41.90960274404796, -87.68734786290689)"
09/16/2015,Completed,09/16/2015,15-04824529,Graffiti Removal,Glass,Front,3257 W MONTROSE AVE,60618,1153803.18756666,1929056.58871205,33,17,16,60,41.96105092802391,-87.71054269826652,"(41.96105092802391, -87.71054269826652)"
09/16/2015,Completed,09/16/2015,15-04824479,Graffiti Removal,Brick - Unpainted,Rear,4759 N MAPLEWOOD AVE,60625,1158510.80000928,1931523.38997854,40,19,4,21,41.96843713795416,-87.69242055899308,"(41.96843713795416, -87.69242055899308)"
09/16/2015,Completed,09/16/2015,15-04824638,Graffiti Removal,Metal - Painted,Traffic Control Box,2755 W THORNDALE AVE,60659,1156820.15770756,1939068.41742216,40,20,2,,41.98846701300173,-87.69927598449311,"(41.98846701300173, -87.69927598449311)"
